datap,median,total,size,clade,numtaxa
Pardo_etal_2014aa.nex,0.41,0.41122807,150,Fish_sarcopterygians,1
Qiao_et_Zhu_2009a.nex,0.426666667,0.431919192,150,Fish_sarcopterygians,1
Benton_et_Clark_1988ab.nex,0.273333333,0.289059829,150,Non_dinosaur_archosauro,1
Martinelli_etal_2017a.nex,0.34,0.389090909,150,Non_mammal_synapsid,1
Ruta_etal_2013a.nex,0.343333333,0.390246914,150,Non_mammal_synapsid,1
Sterli_2008a.nex,0.186666667,0.269459459,150,Turtles,1
Wang_etal_2012a.nex,0.040268456,0.121321631,149,Bird,0.897435897
Currie_etal_2016aa.nex,0.308724832,0.336033326,149,Dinosaurs,1
Currie_etal_2016ab.nex,0.308724832,0.340430456,149,Dinosaurs,1
Mallon_etal_2011a.nex,0.255033557,0.307114094,149,Dinosaurs,1
Sereno_1999ac.nex,0.016778523,0.121764142,149,Dinosaurs,1
Wilson_etal_2003a.nex,0.570469799,0.440910417,149,Dinosaurs,1
Zhu_etal_1999aa.nex,0.288590604,0.327045166,149,Fish_sarcopterygians,1
Zhu_etal_1999ab.nex,0.288590604,0.327045166,149,Fish_sarcopterygians,1
Clarke_etal_2005ba.nex,0.040540541,0.143270822,148,Bird,0.897959184
Ksepka_2009aa.nex,0.033783784,0.107245543,148,Bird,0.893617021
Slack_etal_2006a.nex,0.040540541,0.12244898,148,Bird,0.897959184
Borths_et_Stevens_2017c.nex,0.439189189,0.466618404,148,Carnivores,1
Brum_etal_2021ab.nex,0.260135135,0.290915916,148,Dinosaurs,0.944444444
Clarke_etal_2005ab.nex,0.033783784,0.106239218,148,Dinosaurs,0.893617021
Hendrickx_etal_2020bb.nex,0.256756757,0.288140945,148,Dinosaurs,0.943925234
Longrich_2011ab.nex,0.256756757,0.309251559,148,Dinosaurs,1
Mayr_et_Clarke_2003a.nex,0.033783784,0.090041128,148,Dinosaurs,0.891304348
Sampson_etal_2010a.nex,0.256756757,0.304864865,148,Dinosaurs,1
Santos-Cubedo_etal_2021a.nex,0.570945946,0.540847666,148,Dinosaurs,0.984848485
Verdu_etal_2018a.nex,0.628378378,0.582414651,148,Dinosaurs,0.986842105
You_et_Dodson_2003a.nex,0.168918919,0.195382883,148,Dinosaurs,1
You_et_Dodson_2004a.nex,0.108108108,0.181203931,148,Dinosaurs,1
Stefanello_etal_2018a.nex,0.226351351,0.283250356,148,Non_mammal_synapsid,1
Estes_etal_1988a.nex,0.054054054,0.165665666,148,Squamata,0.814814815
Rio_et_Mannion_2017a.nex,0.743243243,0.663390663,148,Squamata,1
Makovicky_2010aa.nex,0.31292517,0.383786848,147,Dinosaurs,1
Makovicky_2010ab.nex,0.299319728,0.339208411,147,Dinosaurs,1
VanBuren_etal_2015a.nex,0.292517007,0.33717835,147,Dinosaurs,1
Xu_etal_2010ba.nex,0.306122449,0.353149956,147,Dinosaurs,1
Bhullar_et_Bever_2009a.nex,0.085034014,0.190759637,147,Non_dinosaur_archosauro,1
Headden_et_Campos_2015a.nex,0.489795918,0.432282004,147,Pterosaurs,1
Lundberg_1992a.nex,0,0.032757594,146,Actinopterygians,0.260869565
Ksepka_etal_2019a.nex,0.006849315,0.06727795,146,Bird,0.612903226
Chiarenza_etal_2020ab.nex,0.246575342,0.28479068,146,Dinosaurs,0.934579439
Delcourt_etal_2020a.nex,0.287671233,0.33804684,146,Dinosaurs,0.943548387
Hendrickx_etal_2020ca.nex,0.246575342,0.28011114,146,Dinosaurs,0.933962264
Meso_etal_2021ab.nex,0.256849315,0.293212951,146,Dinosaurs,0.936363636
Meso_etal_2021ca.nex,0.270547945,0.30863975,146,Dinosaurs,0.938596491
Ribeiro_etal_2022a.nex,0.246575342,0.280240372,146,Dinosaurs,0.933962264
Sereno_1999aa.nex,0.068493151,0.226027397,146,Dinosaurs,1
Sharma_etal_2023ab.nex,0.253424658,0.291630011,146,Dinosaurs,0.935779817
Sharma_etal_2023ad.nex,0.253424658,0.29137866,146,Dinosaurs,0.935779817
Pawley_et_Warren_2005a.nex,0.092465753,0.10359589,146,Non_amniote_tetrapods,1
Modesto_et_Sues_2004a.nex,0.102739726,0.210165826,146,Non_dinosaur_archosauro,1
Deraco_et_Garcia-Lopez_2016a.nex,0.315068493,0.338336019,146,Perissodactyls,1
Cerqueira_etal_2021a.nex,0.390410959,0.433675799,146,Pterosaurs,1
Martill_etal_2023a.nex,0.280821918,0.350865857,146,Pterosaurs,1
Martill_etal_inpressa.nex,0.284246575,0.353925184,146,Pterosaurs,1
Carrano_etal_2005a.nex,0.344827586,0.396754564,145,Dinosaurs,0.941176471
Ezcurra_et_Cuny_2007a.nex,0.151724138,0.236604775,145,Dinosaurs,0.923076923
Harris_1998a.nex,0.644827586,0.554789272,145,Dinosaurs,1
Hendrickx_etal_2019a.nex,0.234482759,0.267685745,145,Dinosaurs,0.927835052
Soto_etal_2020a.nex,0.248275862,0.273772205,145,Dinosaurs,0.929292929
Young_etal_2019a.nex,0.248275862,0.300234349,145,Dinosaurs,0.932038835
Ladeveze_et_Muizon_2010a.nex,0.520689655,0.42476489,145,Marsupials,0.863636364
Liu_et_Olsen_2010a.nex,0.206896552,0.221802002,145,Non_mammal_synapsid,1
Martinelli_etal_2016a.nex,0.186206897,0.242364532,145,Non_mammal_synapsid,0.971428571
Martinelli_etal_2017b.nex,0.193103448,0.259386973,145,Non_mammal_synapsid,0.972222222
Martinelli_etal_2017c.nex,0.2,0.309814324,145,Non_mammal_synapsid,0.974358974
Oliveira_etal_2010a.nex,0.137931034,0.200656814,145,Non_mammal_synapsid,1
Soares_etal_2014a.nex,0.179310345,0.219435737,145,Non_mammal_synapsid,0.96969697
Wallace_etal_2019a.nex,0.182758621,0.226774848,145,Non_mammal_synapsid,0.970588235
Coates_etal_2017a.nex,0.434482759,0.422739981,145,Non_osteichthyan_vertebrates,1
Joyce_etal_2011a.nex,0.186206897,0.267980296,145,Turtles,1
Beckett_etal_2018a.nex,0.131944444,0.203342014,144,Actinopterygians,0.90625
Lucinda_et_Reis_2005a.nex,0,0.024647887,144,Actinopterygians,0.281690141
Asher_etal_2010ab.nex,0.076388889,0.107175926,144,Afroinsectiphilians,1
Prieto-Marquez_et_Selles_2022a.nex,0.46875,0.443080357,144,Dinosaurs,1
Warren_et_Turner_2004a.nex,0.263888889,0.292410714,144,Fish_sarcopterygians,1
Muller_2003a.nex,0.048611111,0.09571256,144,Non_diapsid_reptiles,1
Borsuk-Bialynicka_et_Evans_2009aa.nex,0.079861111,0.189814815,144,Non_dinosaur_archosauro,1
Dilkes_1998a.nex,0.069444444,0.185990338,144,Non_dinosaur_archosauro,1
Gottmann-Quesada_et_Sander_2009a.nex,0.055555556,0.100898693,144,Non_dinosaur_archosauro,1
Renesto_etal_2010ab.nex,0.0625,0.149305556,144,Non_dinosaur_archosauro,1
Spielman_etal_2008ab.nex,0.090277778,0.199444444,144,Non_dinosaur_archosauro,1
Sues_2003a.nex,0.079861111,0.195601852,144,Non_dinosaur_archosauro,1
Renesto_et_Bernardi_2014ab.nex,0.069444444,0.16968599,144,Non_saurian_diapsids,1
Bennett_2013ab.nex,0.222222222,0.242690058,144,Pterosaurs,1
Holgado_etal_2019a.nex,0.375,0.41837232,144,Pterosaurs,1
Miguel_Chaves_etal_2018b.nex,0.145833333,0.207916667,144,Sauropterygians,0.94
Bell_et_Polcyn_2005a.nex,0.354166667,0.362127371,144,Squamata,1
Dutchak_et_Caldwell_2006a.nex,0.354166667,0.363143631,144,Squamata,1
Berta_et_Wyss_1994a.nex,0.223776224,0.307692308,143,Carnivores,0.933333333
Borths_et_Stevens_2017b.nex,0.41958042,0.444271778,143,Carnivores,1
Nosotti_et_Rieppel_2003a.nex,0.06993007,0.164117133,143,Non_diapsid_reptiles,0.9375
Kammerer_etal_2011a.nex,0.230769231,0.27312917,143,Non_mammal_synapsid,1
Ruta_etal_2013b.nex,0.230769231,0.27312917,143,Non_mammal_synapsid,1
Billet_et_De_Muizon_2013a.nex,0.314685315,0.335778975,143,Perissodactyls,1
Gheerbrant_2009a.nex,0.062937063,0.223443223,143,Proboscideans,0.952380952
Holbrook_2014ag.nex,0.133802817,0.246108228,142,Perissodactyls,1
Bell_1997a.nex,0.352112676,0.35763228,142,Squamata,1
Theodor_et_Foss_2005a.nex,0.333333333,0.331942706,141,Cetaceans,0.980392157
Brownstein_2019b.nex,0.269503546,0.32264048,141,Dinosaurs,0.984615385
Canale_etal_2017a.nex,0.343971631,0.39198036,141,Dinosaurs,0.987179487
Delcourt_et_Grillo_2018a.nex,0.269503546,0.320458265,141,Dinosaurs,0.984615385
Gerke_et_Wings_2016ab.nex,0.244680851,0.291371158,141,Dinosaurs,0.966666667
Hendrickx_et_Mateus_2014aa.nex,0.393617021,0.399379433,141,Dinosaurs,1
Sales_etal_2018a.nex,0.269503546,0.323186034,141,Dinosaurs,0.984615385
Serrano-Branas_etal_2017a.nex,0.262411348,0.310705843,141,Dinosaurs,0.984126984
Clack_2002a.nex,0.226950355,0.248794326,141,Fish_sarcopterygians,1
Cheng_etal_2016b.nex,0.166666667,0.229787234,141,Sauropterygians,0.94
Jiang_etal_2018a.nex,0.113475177,0.186541316,141,Sauropterygians,0.930232558
Ma_etal_2015a.nex,0.131205674,0.192502533,141,Sauropterygians,0.928571429
Miguel_Chaves_etal_2018a.nex,0.166666667,0.229787234,141,Sauropterygians,0.94
Anquetin_etal_2015a.nex,0.177304965,0.270602337,141,Turtles,1
Brown_etal_2011a.nex,0.278571429,0.336335404,140,Dinosaurs,1
Cloutier_et_Ahlberg_1996a.nex,0.25,0.304621849,140,Fish_sarcopterygians,1
Zhu_et_Schultze_1997a.nex,0.25,0.31038961,140,Fish_sarcopterygians,1
Reisz_etal_2007a.nex,0.1,0.181092437,140,Non_diapsid_reptiles,1
Fabbri_etal_2014aa.nex,0.142857143,0.206984127,140,Sauropterygians,0.933333333
Jiang_etal_2014a.nex,0.1,0.177321429,140,Sauropterygians,0.925
Klein_et_Scheyer_2014a.nex,0.135714286,0.201623377,140,Sauropterygians,0.931818182
Neenan_etal_2013a.nex,0.128571429,0.187209302,140,Sauropterygians,0.930232558
Neenan_etal_2015aa.nex,0.178571429,0.231318681,140,Sauropterygians,0.942307692
Scheyer_etal_2017aa.nex,0.135714286,0.19788961,140,Sauropterygians,0.931818182
Wang_etal_2019c.nex,0.178571429,0.225824176,140,Sauropterygians,0.942307692
Davis_2010a.nex,0.028776978,0.09352518,139,Actinopterygians,0.720930233
Zack_et_Rose_2015ac.nex,0.564748201,0.464682799,139,Carnivores,1
Cabreira_etal_2011ad.nex,0.09352518,0.223706749,139,Dinosaurs,1
Martinez_etal_2011a.nex,0.082733813,0.202877698,139,Dinosaurs,1
Benton_2016a.nex,0.417266187,0.439545138,139,Non_diapsid_reptiles,1
Liu_et_Bever_2018a.nex,0.410071942,0.415827338,139,Non_diapsid_reptiles,1
Turner_etal_2015a.nex,0.402877698,0.40932771,139,Non_diapsid_reptiles,1
Billet_2010a.nex,0.241007194,0.299572842,139,Perissodactyls,1
Cheng_etal_2012a.nex,0.079136691,0.182069729,139,Sauropterygians,0.923076923
Sato_etal_2013a.nex,0.079136691,0.178749308,139,Sauropterygians,0.923076923
Sato_etal_2014a.nex,0.079136691,0.198911141,139,Sauropterygians,0.945945946
Palci_et_Caldwell_2010a.nex,0.262589928,0.301504251,139,Squamata,0.954545455
Anquetin_etal_2009a.nex,0.179856115,0.255446347,139,Turtles,1
Slater_etal_2011a.nex,0.179856115,0.261191047,139,Turtles,1
Cruzardo-Caballero_etal_2010a.nex,0.202898551,0.275966184,138,Dinosaurs,0.888888889
Larson_etal_2014a.nex,0.195652174,0.268530021,138,Dinosaurs,0.885714286
Sues_et_Averianov_2009b.nex,0.184782609,0.251278772,138,Dinosaurs,0.882352941
Tsogtbaatar_etal_2014a.nex,0.195652174,0.23636991,138,Dinosaurs,0.952380952
Wang_etal_2013e.nex,0.246376812,0.317505721,138,Dinosaurs,0.894736842
You_et_Li_2009a.nex,0.195652174,0.267701863,138,Dinosaurs,0.885714286
Davis_etal_2012a.nex,0.525362319,0.496014493,138,Fish_sarcopterygians,1
Leardi_etal_2017a.nex,0.355072464,0.395763657,138,Non_dinosaur_archosauro,1
Spiekman_2023a.nex,0.355072464,0.387774062,138,Non_dinosaur_archosauro,1
Tassy_1996a.nex,0.079710145,0.214782609,138,Proboscideans,0.96
Joyce_et_Rollot_2020ab.nex,0.108695652,0.206364209,138,Turtles,0.753623188
Lipscomb_1989a.nex,0.213768116,0.230198854,138,Unicellular_eukaryotes,0.965116279
Barrett_etal_2005ac.nex,0.416058394,0.404805353,137,Dinosaurs,0.958333333
Barrett_etal_2007ac.nex,0.416058394,0.400851582,137,Dinosaurs,0.958333333
Barrett_etal_2011a.nex,0.645985401,0.570755828,137,Dinosaurs,1
Brown_etal_2013a.nex,0.383211679,0.402919708,137,Dinosaurs,1
Escaso_etal_2014a.nex,0.664233577,0.575483721,137,Dinosaurs,1
Galton_et_Upchurch_2004a.nex,0.416058394,0.400851582,137,Dinosaurs,0.958333333
Kutty_etal_2007aa.nex,0.474452555,0.430386591,137,Dinosaurs,0.962962963
Upchurch_etal_2007bb.nex,0.474452555,0.421021898,137,Dinosaurs,0.96
Averianov_etal_2013a.nex,0.295620438,0.357996019,137,Meso_mammals,1
Averianov_etal_2014a.nex,0.295620438,0.357332449,137,Meso_mammals,1
Averianov_etal_2015a.nex,0.295620438,0.357996019,137,Meso_mammals,1
Modesto_et_Reisz_2008a.nex,0.124087591,0.243644601,137,Non_diapsid_reptiles,1
Modesto_etal_2009a.nex,0.124087591,0.229801158,137,Non_diapsid_reptiles,1
Muller_et_Tsuji_2007a.nex,0.124087591,0.22367049,137,Non_diapsid_reptiles,1
Reisz_etal_2014a.nex,0.167883212,0.253704933,137,Non_diapsid_reptiles,1
Saila_2010ab.nex,0.127737226,0.223149114,137,Non_diapsid_reptiles,1
Tsuji_et_Muller_2009a.nex,0.124087591,0.22367049,137,Non_diapsid_reptiles,1
Tsuji_etal_2010a.nex,0.149635036,0.240145985,137,Non_diapsid_reptiles,1
Cheng_etal_2006a.nex,0.069343066,0.184990876,137,Sauropterygians,0.90625
Cheng_etal_2012b.nex,0.069343066,0.176470588,137,Sauropterygians,0.911764706
Holmes_etal_2008ab.nex,0.051094891,0.162232164,137,Sauropterygians,0.903225806
Liu_etal_2011a.nex,0.051094891,0.119221411,137,Sauropterygians,0.9
Rieppel_etal_2002a.nex,0.058394161,0.166423358,137,Sauropterygians,0.9
Sato_etal_2010a.nex,0.072992701,0.201725282,137,Sauropterygians,0.909090909
Shang_etal_2011a.nex,0.072992701,0.173305527,137,Sauropterygians,0.914285714
Wu_etal_2011a.nex,0.065693431,0.163459412,137,Sauropterygians,0.909090909
Li_etal_2008aa.nex,0.175182482,0.248915688,137,Turtles,1
Lee_etal_2011a.nex,0.308823529,0.356092437,136,Dinosaurs,1
Rauhut_et_Xu_2005a.nex,0.161764706,0.331747405,136,Dinosaurs,0.941176471
MacDougall_et_Reisz_2012a.nex,0.169117647,0.241461101,136,Non_diapsid_reptiles,1
Tsuji_etal_2012a.nex,0.147058824,0.235784314,136,Non_diapsid_reptiles,1
Huttenlocker_et_Sidor_2016a.nex,0.294117647,0.323923319,136,Non_mammal_synapsid,1
Huttenlocker_et_Smith_2017a.nex,0.294117647,0.323923319,136,Non_mammal_synapsid,1
Joyce_2007a.nex,0.172794118,0.243512111,136,Turtles,1
Lyson_et_Joyce_2011ab.nex,0.176470588,0.244671782,136,Turtles,1
Arratia_1997ac.nex,0.12962963,0.141975309,135,Actinopterygians,0.972222222
Ayache_et_Near_2009a.nex,0,0.014900947,135,Actinopterygians,0.465116279
Boyd_et_Pagnac_2015a.nex,0.648148148,0.573311547,135,Dinosaurs,1
Fuentes_Vidarte_etal_2016aa.nex,0.681481481,0.581536761,135,Dinosaurs,1
Gasca_etal_2015a.nex,0.681481481,0.57634052,135,Dinosaurs,1
Gasulla_etal_2014a.nex,0.681481481,0.582244009,135,Dinosaurs,1
Gasulla_etal_2015aa.nex,0.681481481,0.583597884,135,Dinosaurs,1
Madzia_etal_2018ab.nex,0.67037037,0.584021164,135,Dinosaurs,1
McDonald_2012aa.nex,0.681481481,0.580583614,135,Dinosaurs,1
McDonald_2012ab.nex,0.681481481,0.580583614,135,Dinosaurs,1
McDonald_etal_2012a.nex,0.681481481,0.576451078,135,Dinosaurs,1
McDonald_etal_2017a.nex,0.533333333,0.515681639,135,Dinosaurs,0.978723404
Verdu_etal_2015a.nex,0.67037037,0.575272331,135,Dinosaurs,1
Zheng_etal_2014a.nex,0.674074074,0.576489533,135,Dinosaurs,1
Cole_2019a.nex,0.259259259,0.242108775,135,Echinoderms,1
Cole_inpressa.nex,0.259259259,0.242108775,135,Echinoderms,1
Huttenlocker_2014a.nex,0.296296296,0.324338624,135,Non_mammal_synapsid,1
Huttenlocker_etal_2015a.nex,0.296296296,0.324206349,135,Non_mammal_synapsid,1
Caldwell_et_Palci_2007a.nex,0.325925926,0.349342891,135,Squamata,1
Grigoriev_2013a.nex,0.348148148,0.383983984,135,Squamata,1
Leblanc_etal_2012a.nex,0.344444444,0.373045267,135,Squamata,1
Makadi_etal_2012a.nex,0.325925926,0.355092593,135,Squamata,1
Hirayama_et_Chitoku_1996a.nex,0.014814815,0.090123457,135,Turtles,0.555555556
Borths_et_Seiffert_2017a.nex,0.384328358,0.406142365,134,Carnivores,1
Borths_etal_2016a.nex,0.384328358,0.407577497,134,Carnivores,1
Brazeau_2009a.nex,0.514925373,0.484757066,134,Fish_sarcopterygians,1
Jacobs_et_Martill_2020a.nex,0.492537313,0.436318408,134,Ichthyopterygians,0.977777778
Zverkov_et_Jacobs_inpressa.nex,0.492537313,0.436906377,134,Ichthyopterygians,0.977272727
Benton_et_Clark_1988aa.nex,0.029850746,0.055081734,134,Non_dinosaur_archosauro,0.857142857
Bertozzo_etal_2017aa.nex,0.57518797,0.54620422,133,Dinosaurs,1
Boyd_etal_2009a.nex,0.390977444,0.384015595,133,Dinosaurs,1
Makovicky_et_Norell_2006aa.nex,0.312030075,0.342481203,133,Dinosaurs,1
Makovicky_et_Norell_2006ab.nex,0.308270677,0.320142461,133,Dinosaurs,1
Sues_et_Averianov_2009a.nex,0.312030075,0.347368421,133,Dinosaurs,1
Holmes_et_Carroll_2010a.nex,0.263157895,0.280701754,133,Fish_sarcopterygians,1
Eltink_et_Langer_2014a.nex,0.120300752,0.184661654,133,Non_amniote_tetrapods,1
Pacheco_etal_inpressa.nex,0.218045113,0.291866029,133,Non_amniote_tetrapods,1
Billet_2011a.nex,0.289473684,0.308141042,133,Perissodactyls,1
Argue_etal_2017a.nex,0.120300752,0.218045113,133,Primates,1
Ruta_et_Bolt_2008a.nex,0.166666667,0.205627706,132,Fish_sarcopterygians,1
Matzke_et_Irmis_2018a.nex,0.060606061,0.15030303,132,Non_diapsid_reptiles,0.96
Muller_et_Reisz_2006a.nex,0.060606061,0.15030303,132,Non_diapsid_reptiles,0.96
McDonald_2011a.nex,0.65648855,0.574020773,131,Dinosaurs,1
McDonald_etal_2010b.nex,0.648854962,0.569317902,131,Dinosaurs,1
McDonald_etal_2010c.nex,0.65648855,0.574020773,131,Dinosaurs,1
Wu_etal_2001a.nex,0.171755725,0.194656489,131,Non_dinosaur_archosauro,0.944444444
Liu_et_Abdala_2017a.nex,0.316793893,0.343794176,131,Non_mammal_synapsid,1
Sigurdsen_etal_2012a.nex,0.160305344,0.221142725,131,Non_mammal_synapsid,1
Randle_et_Sansom_2017ac.nex,0.190839695,0.195284569,131,Non_osteichthyan_vertebrates,1
Simoes_etal_2020aa.nex,0.522900763,0.489353154,131,Non_squamate_lepidosaurs,0.973684211
Simoes_etal_2020ab.nex,0.480916031,0.470665213,131,Non_squamate_lepidosaurs,0.971428571
Villa_etal_2021a.nex,0.469465649,0.466072943,131,Non_squamate_lepidosaurs,0.972222222
Jimenez-Huidobro_et_Caldwell_inpressa.nex,0.347328244,0.364958197,131,Squamata,1
Otero_etal_2017ac.nex,0.351145038,0.374045802,131,Squamata,1
Palci_etal_2013b.nex,0.347328244,0.36520691,131,Squamata,1
Simoes_etal_2017ab.nex,0.36259542,0.39278279,131,Squamata,1
Poyato-Ariza_etal_2010a.nex,0.284615385,0.245868946,130,Actinopterygians,0.703703704
El_Adli_etal_2014a.nex,0.323076923,0.308205128,130,Cetaceans,1
Frederickson_et_Tumarkin-Deratzian_2014aa.nex,0.853846154,0.655769231,130,Dinosaurs,0.979166667
Frederickson_et_Tumarkin-Deratzian_2014ab.nex,0.238461538,0.32145749,130,Dinosaurs,0.947368421
Nesbitt_etal_2009b.nex,0.238461538,0.291737892,130,Dinosaurs,1
Wang_etal_inpressga.nex,0.338461538,0.354147813,130,Meso_mammals,1
Peters_2000ac.nex,0.084615385,0.138461538,130,Non_dinosaur_archosauro,1
Brocklehurst_2019a.nex,0.3,0.32398957,130,Non_mammal_synapsid,1
Kammerer_et_Masyutin_2018a.nex,0.292307692,0.321485411,130,Non_mammal_synapsid,1
Bourdon_etal_2009a.nex,0.108527132,0.069311446,129,Bird,0.647058824
Mayr_2008b.nex,0,0.155684755,129,Bird,0.25
Laurin_et_Pineiro_2017aa.nex,0.031007752,0.109439124,129,Fish_sarcopterygians,0.764705882
Laurin_et_Pineiro_2017ab.nex,0.031007752,0.109439124,129,Fish_sarcopterygians,0.764705882
Maisch_et_Matzke_2003b.nex,0.178294574,0.268438538,129,Ichthyopterygians,0.942857143
Voss_et_Jansa_2009a.nex,0.015503876,0.022799818,129,Marsupials,0.588235294
Turner_2006a.nex,0.286821705,0.345687984,129,Non_dinosaur_archosauro,1
Gheerbrant_etal_2005a.nex,0.065891473,0.231782946,129,Proboscideans,0.7
Naish_etal_2013ab.nex,0.480620155,0.415697674,129,Pterosaurs,1
Bourdon_2011a.nex,0,0.059151786,128,Dinosaurs,0.428571429
Ezcurra_etal_2010a.nex,0.484375,0.438671875,128,Dinosaurs,0.9
Caine_et_Benton_2011ab.nex,0.171875,0.245174632,128,Ichthyopterygians,0.941176471
Fischer_etal_2013ab.nex,0.171875,0.258928571,128,Ichthyopterygians,0.942857143
Maisch_et_Matzke_2000a.nex,0.171875,0.251893939,128,Ichthyopterygians,0.939393939
Maisch_et_Matzke_2003a.nex,0.17578125,0.259191176,128,Ichthyopterygians,0.941176471
Wagner_1997a.nex,0.4140625,0.444855925,128,Molluscs,1
Jalil_et_Janvier_2005a.nex,0.32421875,0.406738281,128,Non_diapsid_reptiles,1
Lee_1997a.nex,0.26171875,0.336774554,128,Non_diapsid_reptiles,1
Tsuji_et_Muller_2008a.nex,0.296875,0.359375,128,Non_diapsid_reptiles,1
Larsson_et_Gado_2000a.nex,0.18359375,0.202256944,128,Non_dinosaur_archosauro,0.972222222
Wu_etal_1997a.nex,0.171875,0.177556818,128,Non_dinosaur_archosauro,0.96969697
Jimenez-Huidobro_etal_inpressa.nex,0.34375,0.349330357,128,Squamata,1
de_Pinna_etal_2007a.nex,0.007874016,0.019797525,127,Actinopterygians,0.657142857
Benton_et_Walker_2011ab.nex,0.251968504,0.300379119,127,Dinosaurs,1
Irmis_etal_2007a.nex,0.228346457,0.279830406,127,Dinosaurs,1
Prieto-Marquez_etal_2006b.nex,0.106299213,0.226377953,127,Dinosaurs,1
Soto-Acuna_etal_2021ab.nex,0.192913386,0.231102362,127,Dinosaurs,1
Xu_etal_2015b.nex,0.377952756,0.389356503,127,Non_diapsid_reptiles,1
Turner_2004a.nex,0.267716535,0.330962662,127,Non_dinosaur_archosauro,1
Turner_et_Calvo_2005a.nex,0.283464567,0.335137795,127,Non_dinosaur_archosauro,1
Tsuji_etal_2013a.nex,0.377952756,0.398859625,127,Non_saurian_diapsids,1
Asher_et_Hofreiter_2006a.nex,0.055555556,0.164251208,126,Afroinsectiphilians,1
Seiffert_etal_2007a.nex,0.05952381,0.190806878,126,Afroinsectiphilians,1
Holtz_1994a.nex,0.142857143,0.202172097,126,Dinosaurs,0.947368421
Modesto_1999a.nex,0.063492063,0.056166056,126,Non_diapsid_reptiles,1
Modesto_2000aa.nex,0.063492063,0.078231293,126,Non_saurian_diapsids,1
Bennett_1996a.nex,0.095238095,0.12244898,126,Pterosaurs,0.857142857
Bennett_2013aa.nex,0.170634921,0.193310658,126,Pterosaurs,1
Lee_2000a.nex,0.107142857,0.146825397,126,Squamata,1
Dalman_etal_2018a.nex,0.352,0.3975,125,Dinosaurs,0.96875
Lockwood_etal_2021a.nex,0.192,0.276878049,125,Dinosaurs,0.926829268
Varricchio_etal_2007a.nex,0.296,0.279619048,125,Dinosaurs,1
Zhu_etal_2006a.nex,0.296,0.370526316,125,Fish_sarcopterygians,1
Maisch_2010ab.nex,0.056,0.056,125,Ichthyopterygians,1
Luo_etal_2001aa.nex,0.44,0.391619048,125,Meso_mammals,1
Luo_etal_2001ab.nex,0.336,0.372923077,125,Meso_mammals,1
Rauhut_etal_2002a.nex,0.36,0.383111111,125,Meso_mammals,1
Orliac_etal_2010a.nex,0.184,0.251512195,125,Non_cetacean_artiodactyls,1
Tsuji_2013a.nex,0.384,0.412137931,125,Non_saurian_diapsids,1
Froehlich_1999a.nex,0.128,0.15395122,125,Perissodactyls,0.975609756
Froehlich_2002a.nex,0.2,0.2425,125,Perissodactyls,1
Holbrook_et_Lapergola_2011a.nex,0.168,0.230857143,125,Perissodactyls,1
Maas_etal_2001a.nex,0.136,0.16055814,125,Perissodactyls,0.976744186
Shoshani_etal_2006a.nex,0.208,0.252,125,Proboscideans,1
Madzia_et_Cau_2020aa.nex,0.36,0.385636364,125,Sauropterygians,1
Rieppel_etal_2003a.nex,0.048,0.109517241,125,Sauropterygians,0.896551724
Madzia_et_Cau_2017a.nex,0.36,0.385636364,125,Squamata,1
Simoes_etal_2017aa.nex,0.36,0.385636364,125,Squamata,1
Billet_etal_2011a.nex,0.164,0.198545455,125,Xenarthrans,0.863636364
Laurin_et_Reisz_1995a.nex,0.064516129,0.05707196,124,Fish_sarcopterygians,1
Lu_etal_inpressa.nex,0.241935484,0.301309023,124,Pterosaurs,1
Pentland_etal_2019ab.nex,0.274193548,0.314402544,124,Pterosaurs,1
Dyke_2001a.nex,0,0.099039172,123,Bird,0.181818182
Fitzgerald_2010a.nex,0.195121951,0.248337029,123,Cetaceans,1
OLeary_et_Geisler_1999a.nex,0.182926829,0.255691057,123,Cetaceans,1
Bonsor_etal_2023a.nex,0.182926829,0.267073171,123,Dinosaurs,0.85
Bourdon_2005a.nex,0,0.092915215,123,Dinosaurs,0.321428571
Clarke_etal_2005ac.nex,0,0.107169254,123,Dinosaurs,0.181818182
Livezey_1997a.nex,0,0.026829268,123,Dinosaurs,0.1
Maidment_etal_2022a.nex,0.170731707,0.268490978,123,Dinosaurs,0.853658537
Rotatori_etal_2022ab.nex,0.170731707,0.273051755,123,Dinosaurs,0.780487805
Xu_etal_2018d.nex,0.146341463,0.256910569,123,Dinosaurs,0.775
Steyer_2000ad.nex,0.178861789,0.185636856,123,Non_amniote_tetrapods,1
Fortier_etal_2014a.nex,0.268292683,0.331591173,123,Non_dinosaur_archosauro,0.892857143
Langer_etal_2017b.nex,0.243902439,0.353170732,123,Non_dinosaur_archosauro,0.96
Brink_etal_2015aa.nex,0.109756098,0.241579559,123,Non_mammal_synapsid,1
Brocklehurst_et_Brink_2017a.nex,0.113821138,0.293070074,123,Non_mammal_synapsid,1
Khonsari_etal_2009a.nex,0.024390244,0.153568202,123,Non_osteichthyan_vertebrates,0.555555556
Shoshani_1996a.nex,0.211382114,0.240775485,123,Proboscideans,1
Codorniu_etal_2016aa.nex,0.276422764,0.309632079,123,Pterosaurs,1
Codorniu_etal_2016ab.nex,0.276422764,0.306324928,123,Pterosaurs,1
